iter	RMSE
566	1.491543218
567	1.491254318
568	1.490929095
569	1.489956437
570	1.48905594
571	1.488252424
572	1.488058499
573	1.487175919
574	1.486580158
575	1.48639493
576	1.485041455
577	1.484324882
578	1.483937794
579	1.482771738
580	1.482035263
581	1.481283688
582	1.480571929
583	1.480394537
584	1.480166089
585	1.479441254
586	1.478440422
587	1.478322656
588	1.477906386
589	1.477694471
590	1.476896417
591	1.476284108
592	1.4747059
593	1.474534361
594	1.473993439
595	1.473402891
596	1.471958455
597	1.471797465
598	1.471125647
599	1.470756903
600	1.469945194
601	1.469739702
602	1.469106207
603	1.468364714
604	1.467405869
605	1.4666221
606	1.466379306
607	1.46539629
608	1.464779372
609	1.464532311
610	1.464255118
611	1.463201485
612	1.462468468
613	1.461817231
614	1.461067076
615	1.460549713
616	1.460249092
617	1.460017425
618	1.459292026
619	1.458467227
620	1.458264685
621	1.458057746
622	1.457010508
623	1.456508403
624	1.45552768
625	1.454818166
626	1.453826695
627	1.453647618
628	1.453144872
629	1.452480671
630	1.451902782
631	1.451318653
632	1.450647787
633	1.450001858
634	1.449362895
635	1.448303885
636	1.448163074
637	1.447578328
638	1.447085836
639	1.446185518
640	1.445809128
641	1.445712813
642	1.445031482
643	1.444894671
644	1.444642171
645	1.444018374
646	1.443543754
647	1.443111828
648	1.442643946
649	1.442223608
650	1.441597125
651	1.440945868
652	1.440532155
653	1.439917404
654	1.438961931
655	1.438783576
656	1.43815608
657	1.437801394
658	1.437203961
659	1.43662245
660	1.436218101
661	1.436026019
662	1.435661958
663	1.434876409
664	1.434706712
665	1.434021153
666	1.433883453
667	1.433695666
668	1.433078998
669	1.43203906
670	1.431758569
671	1.431287341
672	1.43071489
673	1.430282628
674	1.430129865
675	1.429388542
676	1.429044318
677	1.428156798
678	1.427827693
679	1.427363643
680	1.426642323
681	1.426100021
682	1.42588701
683	1.42525949
684	1.425043898
685	1.424521282
686	1.423946747
687	1.423632232
688	1.423243189
689	1.422755676
690	1.42184676
691	1.42134398
692	1.420811308
693	1.420272728
694	1.419343483
695	1.418820092
696	1.418583526
697	1.418105148
698	1.417896176
699	1.417594091
700	1.416764677
701	1.416659941
702	1.415827965
703	1.415221987
704	1.414849133
705	1.414568523
706	1.414159709
707	1.4137059
708	1.413425383
709	1.412538437
710	1.411671082
711	1.411296246
712	1.410431872
713	1.410082761
714	1.409615535
715	1.40884696
716	1.408511886
717	1.408339132
718	1.408163295
719	1.407296911
720	1.406504629
721	1.406350103
722	1.405828294
723	1.405542849
724	1.405039979
725	1.404347797
726	1.403897779
727	1.403433907
728	1.402667
729	1.402341004
730	1.401902182
731	1.401364666
732	1.400597858
733	1.400368958
734	1.400056566
735	1.399318588
736	1.398561184
737	1.397948377
738	1.397833957
739	1.397481354
740	1.396832144
741	1.396653645
742	1.39626851
743	1.395856015
744	1.395464355
745	1.394804642
746	1.394002195
747	1.393294251
748	1.392834288
749	1.392477789
750	1.392124697
751	1.391917899
752	1.391580959
753	1.391196659
754	1.390701041
755	1.390373417
756	1.389685376
757	1.389493109
758	1.388969067
759	1.388762438
760	1.388563862
761	1.387902092
762	1.387563197
763	1.38708496
764	1.386641749
765	1.386330959
766	1.385799636
767	1.385631425
768	1.385536649
769	1.385369271
770	1.385036013
771	1.384396594
772	1.38381737
773	1.383591476
774	1.383422909
775	1.382857873
776	1.38254754
777	1.3816911
778	1.38124789
779	1.380829773
780	1.380217467
781	1.37978285
782	1.379458583
783	1.379278602
784	1.378792173
785	1.378237376
786	1.377999024
787	1.377694713
788	1.377384418
789	1.377180734
790	1.376961114
791	1.376648964
792	1.376012855
793	1.375421069
794	1.375155233
795	1.374729737
796	1.374096189
797	1.373751678
798	1.373495705
799	1.373063434
800	1.372913172
801	1.372618369
802	1.3724417
803	1.372114375
804	1.371563137
805	1.371413468
806	1.371127253
807	1.370921433
808	1.370790658
809	1.370504939
810	1.370183294
811	1.369239604
812	1.368968722
813	1.368374208
814	1.368177546
815	1.367807312
816	1.367571275
817	1.367308228
818	1.366638256
819	1.366413308
820	1.366153433
821	1.365953702
822	1.365868951
823	1.365256991
824	1.365010397
825	1.364413123
826	1.364270869
827	1.364016745
828	1.363448145
829	1.363200065
830	1.362595708
831	1.362009179
832	1.361773454
833	1.361371332
834	1.360993162
835	1.360566964
836	1.360014671
837	1.359614036
838	1.359378581
839	1.359308874
840	1.358933799
841	1.3584299
842	1.358265306
843	1.357852202
844	1.357662667
845	1.356725475
846	1.35599287
847	1.355587756
848	1.355006906
849	1.35413159
850	1.353995412
851	1.353680139
852	1.353190137
853	1.352467758
854	1.352226109
855	1.35184755
856	1.351187319
857	1.350726306
858	1.349847371
859	1.349380474
860	1.34904524
861	1.34873024
862	1.348570764
863	1.347973969
864	1.34764185
865	1.347095868
866	1.346206205
867	1.345861577
868	1.345440231
869	1.345142863
870	1.344933933
871	1.344634516
872	1.344351753
873	1.344069206
874	1.343949832
875	1.343667301
876	1.343464289
877	1.343046718
878	1.342664313
879	1.34244314
880	1.342153624
881	1.341961616
882	1.341465025
883	1.341077124
884	1.340934274
885	1.340646206
886	1.34013945
887	1.339326322
888	1.338988543
889	1.33846593
890	1.337569714
891	1.33747257
892	1.33727029
893	1.336522365
894	1.336267714
895	1.335837107
896	1.335421818
897	1.33490203
898	1.334631138
899	1.334449127
900	1.334253565
901	1.333578488
902	1.333436562
903	1.333349298
904	1.332702717
905	1.332573484
906	1.332392685
907	1.332216938
908	1.331887839
909	1.33127152
910	1.331014815
911	1.330550611
912	1.33008559
913	1.32984103
914	1.329134556
915	1.328572271
916	1.328249526
917	1.328184435
918	1.327981758
919	1.327820404
920	1.327685412
921	1.327241425
922	1.327019822
923	1.326581358
924	1.326256713
925	1.325706474
926	1.325361874
927	1.325243773
928	1.324719106
929	1.324523061
930	1.324300776
931	1.323783911
932	1.323658763
933	1.323324018
934	1.322692854
935	1.322422655
936	1.322293629
937	1.322064188
938	1.321939642
939	1.32164618
940	1.321365912
941	1.321246449
942	1.321111896
943	1.320910829
944	1.320664204
945	1.32054863
946	1.320275999
947	1.320111544
948	1.319717104
949	1.319491933
950	1.318968192
951	1.318470766
952	1.318358908
953	1.318063988
954	1.317821866
955	1.317262515
956	1.317103707
957	1.31686424
958	1.31629541
959	1.315931579
960	1.315823363
961	1.315316845
962	1.314761739
963	1.31422903
964	1.314001177
965	1.313499459
966	1.313082589
967	1.312923395
968	1.31286471
969	1.312226057
970	1.312067222
971	1.311742811
972	1.311465912
973	1.311347972
974	1.310832155
975	1.310666154
976	1.310379881
977	1.310248748
978	1.309987066
979	1.30966742
980	1.309222811
981	1.308709427
982	1.30858388
983	1.308171464
984	1.308051342
985	1.307588072
986	1.307315083
987	1.307200538
988	1.307077803
989	1.306606535
990	1.306187945
991	1.305870251
992	1.30568959
993	1.305150887
994	1.305044562
995	1.304933756
996	1.304348164
997	1.304192741
998	1.304089914
999	1.303717465
